ID,模板NPC,ScriptName,CNName,FirstName,TK5编号,SecondName,EnglishName,ClanID,CultureID,GenerateType,Gender,BirthYear,BeginYear,DieYear,DieReason,FatherName,GrandFatherName,KinsName,JobTendency,JobCompatibility,FriendCompatibility,Temper,Spirit,Ism,ActStyle,theImportanceOfFriendship,Ambition,DesireType,Desire,AlcoholDesire,Origin,WeaponDesire,CommandValue,ForceValue,GovernValue,WisdomValue,CharmValue,SoldierSkill,MountSkill,GunSkill,NavySkill,ArcherSkill,CombatSkill,MilitarySkill,NinjaSkill,BuildSkill,FarmSkill,MineSkill,ArthmeticSkill,EtiquetteSkill,DebateSkill,TeaSkill,MedicalSkill,WarCard,FightCard,TitleCard,IntimacyGet,CombineGet,EventGet,Appear_1549,Name_1549,Identity_1549,CareerStance_1549,Kingdom_1549,City_1549,School_1549,Appear_1554,Name_1554,Identity_1554,CareerStance_1554,Kingdom_1554,City_1554,School_1554,Appear_1560,Name_1560,Identity_1560,CareerStance_1560,Kingdom_1560,City_1560,School_1560,Appear_1568,Name_1568,Identity_1568,CareerStance_1568,Kingdom_1568,City_1568,School_1568,Appear_1575,Name_1575,Identity_1575,CareerStance_1575,Kingdom_1575,City_1575,School_1575,Appear_1582,Name_1582,Identity_1582,CareerStance_1582,Kingdom_1582,City_1582,School_1582,Appear_1584,Name_1584,Identity_1584,CareerStance_1584,Kingdom_1584,City_1584,School_1584,Appear_1598,Name_1598,Identity_1598,CareerStance_1598,Kingdom_1598,City_1598,School_1598,Appear_dream1560,Name_dream1560,Identity_dream1560,CareerStance_dream1560,Kingdom_dream1560,City_dream1560,School_dream1560,,外观描述_光荣,立绘阶段,模板
lord_1_aoyama_tadanari,,青山忠成,青山忠成,青山,0,Aoyama Tadanari,clan_aoyama_1,kanto,基于分组自动创建家族,1,1551,1565,1613,病死,,,,只限武将,88,88,温和,胆小,现实,慎重,重视情义,35,书籍,无欲,普通,藤原氏,刀剑,45,40,55,53,38,1,0,1,0,1,0,2,0,1,3,1,2,2,0,0,1,无,强袭,无,无要求,,,未登场,青山忠成,足轻组头,直臣,松平家,冈崎城,无,未登场,青山忠成,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,青山忠成,浪人,其他,无,冈崎之町,无,已登场,青山忠成,足轻组头,直臣,德川家,冈崎城,无,已登场,青山忠成,足轻组头,直臣,德川家,滨松城,无,已登场,青山忠成,足轻组头,直臣,德川家,滨松城,无,已登场,青山忠成,足轻组头,直臣,德川家,滨松城,无,已登场,青山忠成,足轻大将,直臣,德川家,江户城,无,已登场,青山忠成,大名,首领,青山家,高松城,无,,,,"[{""stage"":"""",""tkid"":""0"",""ref"":""0_青山忠成_朝右.png"",""emotion"":0}]"
lord_1_akaike_nagatomo,,赤池長任,赤池长任,赤池,1,Akaike Nagatomo,clan_akaike_1,saikai,基于分组自动创建家族,1,1530,1554,1579,病死,,,,只限武将,60,60,性急,勇敢,普通,普通,重视情义,29,武具,普通,嗜酒如命,其他,刀剑,70,63,43,61,58,2,3,2,1,2,2,3,0,1,0,0,1,1,1,0,0,无,强袭，拔突，刚弓，铁壁,无,无要求,,,已登场,赤池长任,部将,直臣,相良家,人吉城,无,已登场,赤池长任,部将,直臣,相良家,人吉城,无,已登场,赤池长任,部将,直臣,相良家,人吉城,无,已登场,赤池长任,部将,直臣,相良家,人吉城,无,已登场,赤池长任,部将,直臣,相良家,人吉城,无,已死亡,赤池长任,无效,无效,无,无效,无,已死亡,赤池长任,无效,无效,无,无效,无,已死亡,赤池长任,无效,无效,无,无效,无,已登场,赤池长任,部将,直臣,赤穴家,中村城,无,,,,"[{""stage"":"""",""tkid"":""1"",""ref"":""1_赤池长任_朝右.png"",""emotion"":0}]"
lord_1_akai_naomasa,,赤井直正,赤井直正,赤井,2,Akai Naomasa,clan_akai_1,kinai,基于分组自动创建家族,1,1529,1560,1578,战死,,,,全职种,44,44,普通,勇敢,普通,普通,普通,57,武具,贪心,嗜酒如命,源氏,枪,72,62,43,56,55,3,2,2,0,1,2,2,1,1,1,1,1,1,0,0,0,无,强袭，拔突，铁壁,无,一般条件,,,已登场,赤井直正,侍大将,直臣,波多野家,八上城,无,已登场,赤井直正,侍大将,直臣,波多野家,八上城,无,已登场,赤井直正,侍大将,直臣,波多野家,八上城,无,已登场,赤井直正,侍大将,直臣,波多野家,八上城,无,已登场,赤井直正,侍大将,直臣,波多野家,八上城,无,已死亡,赤井直正,无效,无效,无,无效,无,已死亡,赤井直正,无效,无效,无,无效,无,已死亡,赤井直正,无效,无效,无,无效,无,已登场,赤井直正,家老,直臣,赤穴家,中村城,无,,,,"[{""stage"":"""",""tkid"":""2"",""ref"":""2_赤井直正_朝正.png"",""emotion"":0}]"
lord_1_anzai_matasuke,,安西又助,安西又助,安西,3,Anzai Matasuke,clan_anzai_1,neutral_culture,基于分组自动创建家族,1,1556,1570,1619,病死,,,,全职种,35,35,性急,普通,理想,轻率,普通,44,南蛮物,贪心,嗜酒如命,平氏,刀剑,56,53,21,39,47,2,0,1,3,2,1,0,1,2,0,0,0,0,1,0,1,进水,强袭，刚弓,无,无要求,,,未登场,安西又助,船大将,直臣,房总水军,冈本之砦,无,未登场,安西又助,船大将,直臣,房总水军,冈本之砦,无,未登场,安西又助,船大将,直臣,房总水军,冈本之砦,无,未登场,安西又助,船大将,直臣,房总水军,冈本之砦,无,已登场,安西又助,船头,直臣,房总水军,冈本之砦,无,已登场,安西又助,船头,直臣,房总水军,冈本之砦,无,已登场,安西又助,船头,直臣,房总水军,冈本之砦,无,已登场,安西又助,头领,首领,房总水军,冈本之砦,无,已登场,安西又助,侍大将,直臣,西园寺家,山形城,无,,,,"[{""stage"":"""",""tkid"":""3"",""ref"":""3_安西又助_朝右.png"",""emotion"":0}]"
lord_1_akao,,赤尾清綱,赤尾清纲,赤尾,4,Akao Kiyotsuna,clan_akao_1,kinai,精确匹配织丰,1,1514,1554,1573,战死,,,,只限武将,70,70,温和,勇敢,理想,普通,普通,21,书籍,普通,普通,藤原氏,刀剑,64,70,39,66,41,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,无,强袭,无,无要求,,,已登场,赤尾清纲,部将,直臣,浅井家,小谷城,无,已登场,赤尾清纲,家老,直臣,浅井家,小谷城,无,已登场,赤尾清纲,家老,直臣,浅井家,小谷城,无,已登场,赤尾清纲,家老,直臣,浅井家,小谷城,无,已死亡,赤尾清纲,无效,无效,无,无效,无,已死亡,赤尾清纲,无效,无效,无,无效,无,已死亡,赤尾清纲,无效,无效,无,无效,无,已死亡,赤尾清纲,无效,无效,无,无效,无,已登场,赤尾清纲,家老,直臣,赤穴家,中村城,无,,,,"[{""stage"":"""",""tkid"":""4"",""ref"":""4_赤尾清纲_朝正.png"",""emotion"":0}]"
lord_1_akashi_2,,明石全登,明石全登,明石,5,Akashi Teruzumi,clan_akashi_1,sanyo,精确匹配织丰,1,1566,1580,1615,战死,,,,全职种,19,19,性急,胆小,理想,轻率,普通,62,南蛮物,贪心,普通,源氏,刀剑,60,69,46,56,53,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,2,无,强袭,无,一般条件,,,未登场,明石全登,足轻组头,陪臣（宇喜多直家）,浦上家,天神山城,无,未登场,明石全登,足轻组头,陪臣（宇喜多直家）,浦上家,天神山城,无,未登场,明石全登,足轻组头,直臣,浦上家,天神山城,无,未登场,明石全登,足轻组头,陪臣（宇喜多直家）,浦上家,天神山城,无,未登场,明石全登,足轻组头,陪臣（宇喜多直家）,浦上家,冈山城,无,已登场,明石全登,足轻组头,直臣,宇喜多家,冈山城,无,已登场,明石全登,足轻组头,直臣,宇喜多家,冈山城,无,已登场,明石全登,侍大将,直臣,宇喜多家,冈山城,无,已登场,明石全登,浪人,其他,无,江户之町,无,,,,"[{""stage"":"""",""tkid"":""5"",""ref"":""5_明石全登_朝右.png"",""emotion"":0}]"
lord_1_akana_sanekiyo,,赤穴盛清,赤穴盛清,赤穴,6,Akana Sanekiyo,clan_akana_1,sanyo,基于分组自动创建家族,1,1529,1554,1595,病死,,,,全职种,20,36,温和,胆小,现实,慎重,不重情义,31,艺术品,普通,滴酒不沾,源氏,刀剑,39,45,60,53,36,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,无,强袭,无,无要求,,,已登场,赤穴盛清,侍大将,直臣,尼子家,月山富田城,无,已登场,赤穴盛清,侍大将,直臣,尼子家,月山富田城,无,已登场,赤穴盛清,侍大将,直臣,尼子家,月山富田城,无,已登场,赤穴盛清,侍大将,直臣,毛利家,吉田郡山城,无,已登场,赤穴盛清,侍大将,直臣,毛利家,吉田郡山城,无,已登场,赤穴盛清,侍大将,直臣,毛利家,吉田郡山城,无,已登场,赤穴盛清,侍大将,直臣,毛利家,吉田郡山城,无,已死亡,赤穴盛清,无效,无效,无,无效,无,已登场,赤穴盛清,大名,首领,赤穴家,中村城,无,,,,"[{""stage"":"""",""tkid"":""6"",""ref"":""6_赤穴盛清_朝右.png"",""emotion"":0}]"
lord_1_akamatsu_torashige,,赤松政秀,赤松政秀,赤松,7,Akamatsu Torashige,clan_akamatsu_1,kinai,家族和文化自动推断,1,1510,1554,1570,战死,,,斋村政广,全职种,59,59,普通,普通,理想,轻率,不重情义,61,书籍,贪心,普通,源氏,刀剑,48,58,44,55,46,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,无,强袭,无,无要求,,,已登场,赤松政秀,部将,直臣,赤松家,置盐城,无,已登场,赤松政秀,家老,直臣,赤松家,置盐城,无,已登场,赤松政秀,家老,直臣,赤松家,置盐城,无,已登场,赤松政秀,家老,直臣,赤松家,置盐城,无,已死亡,赤松政秀,无效,无效,无,无效,无,已死亡,赤松政秀,无效,无效,无,无效,无,已死亡,赤松政秀,无效,无效,无,无效,无,已死亡,赤松政秀,无效,无效,无,无效,无,已登场,赤松政秀,部将,直臣,赤穴家,中村城,无,,,,"[{""stage"":"""",""tkid"":""7"",""ref"":""7_赤松政秀_朝右.png"",""emotion"":0}]"
lord_1_akamatsu,,赤松義祐,赤松义祐,赤松,8,Akamatsu Yoshisuke,clan_akamatsu_1,kinai,精确匹配织丰,1,1537,1554,1576,病死,赤松晴政,,赤松晴政,只限武将,59,59,温和,胆小,普通,普通,普通,56,艺术品,贪心,普通,源氏,刀剑,39,45,51,46,39,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,无,强袭,无,一般条件,,,未登场,赤松义祐,家老,直臣,赤松家,置盐城,无,已登场,赤松义祐,家老,直臣,赤松家,置盐城,无,已登场,赤松义祐,大名,首领,赤松家,置盐城,无,已登场,赤松义祐,大名,首领,赤松家,置盐城,无,已登场,赤松义祐,大名,首领,赤松家,置盐城,无,已死亡,赤松义祐,无效,无效,无,无效,无,已死亡,赤松义祐,无效,无效,无,无效,无,已死亡,赤松义祐,无效,无效,无,无效,无,已登场,赤松义祐,家老,直臣,赤穴家,中村城,无,,,,"[{""stage"":"""",""tkid"":""8"",""ref"":""8_赤松义祐_朝正.png"",""emotion"":0}]"
lord_1_akiue_hisaya,,秋上久家,秋上久家,秋上,9,Akiue Hisaya,clan_akiue_1,sanyo,基于分组自动创建家族,1,1536,1554,1579,病死,,,,没那个意思,18,18,普通,普通,理想,轻率,重视情义,41,武具,无欲,普通,其他,枪,63,58,38,40,61,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,无,拔突,无,无要求,,,未登场,秋上久家,足轻大将,直臣,尼子家,月山富田城,无,已登场,秋上久家,足轻组头,直臣,尼子家,月山富田城,无,已登场,秋上久家,侍大将,直臣,尼子家,月山富田城,无,已登场,秋上久家,浪人,其他,无,津山之町,无,已登场,秋上久家,浪人,其他,无,津山之町,无,已死亡,秋上久家,无效,无效,无,无效,无,已死亡,秋上久家,无效,无效,无,无效,无,已死亡,秋上久家,无效,无效,无,无效,无,已登场,秋上久家,部将,直臣,上泉家,内城,无,,,,"[{""stage"":"""",""tkid"":""9"",""ref"":""9_秋上久家_朝右.png"",""emotion"":0}]"
lord_1_aki,,安藝國虎,安艺国虎,安艺,10,Aki Kunitora,clan_aki_1,nankai,精确匹配织丰,1,1530,1554,1569,战死,,,,全职种,40,40,性急,勇敢,理想,轻率,重视情义,67,南蛮物,贪心,嗜酒如命,其他,刀剑,66,60,39,35,34,1,2,1,0,1,1,2,1,1,0,1,0,0,0,0,0,无,强袭,无,无要求,,,已登场,安艺国虎,城主,直臣,一条家,安艺城,无,已登场,安艺国虎,城主,直臣,一条家,安艺城,无,已登场,安艺国虎,城主,直臣,一条家,安艺城,无,已登场,安艺国虎,城主,直臣,一条家,安艺城,无,已死亡,安艺国虎,无效,无效,无,无效,无,已死亡,安艺国虎,无效,无效,无,无效,无,已死亡,安艺国虎,无效,无效,无,无效,无,已死亡,安艺国虎,无效,无效,无,无效,无,已登场,安艺国虎,浪人,其他,无,府内之町,无,,,,"[{""stage"":"""",""tkid"":""10"",""ref"":""10_安艺国虎_朝右.png"",""emotion"":0}]"
lord_1_akita_sanesue,,秋田實季,秋田实季,秋田,11,Akita Sanesue,clan_akita_1,ou,基于分组自动创建家族,1,1576,1590,1659,战死,安东爱季,,安东爱季,全职种,21,21,普通,胆小,现实,慎重,普通,47,艺术品,普通,普通,其他,刀剑,58,46,55,62,59,0,1,1,0,0,0,1,0,0,1,2,1,2,2,3,0,无,强袭,无,一般条件,,,未登场,安东实季,部将,直臣,安东家,桧山城,无,未登场,安东实季,部将,陪臣（安东爱季）,安东家,桧山城,无,未登场,安东实季,部将,陪臣（安东爱季）,安东家,桧山城,无,未登场,安东实季,部将,陪臣（安东爱季）,安东家,桧山城,无,未登场,安东实季,部将,直臣,安东家,桧山城,无,未登场,安东实季,部将,直臣,安东家,桧山城,无,未登场,安东实季,部将,直臣,安东家,凑城,无,已登场,秋田实季,大名,首领,秋田家,桧山城,无,已登场,安东实季,足轻大将,直臣,东乡家,盛冈城,无,,,,"[{""stage"":"""",""tkid"":""11"",""ref"":""11_秋田实季_朝右.png"",""emotion"":0}]"
lord_1_akiyama_torashige,,秋山虎繁,秋山虎繁,秋山,12,Akiyama Torashige,clan_akiyama_1,tosan,基于分组自动创建家族,1,1531,1554,1575,战死,,,,只限武将,60,60,普通,普通,现实,普通,普通,33,武具,普通,嗜酒如命,源氏,刀剑,75,65,59,70,69,2,2,1,1,1,1,1,2,0,1,0,0,2,1,0,1,无,强袭，二连苦无,无,一般条件,,,已登场,秋山虎繁,足轻大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,侍大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,侍大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,侍大将,直臣,武田家,踯躅崎馆,无,已登场,秋山虎繁,城主,直臣,武田家,岩村城,无,已死亡,秋山虎繁,无效,无效,无,无效,无,已死亡,秋山虎繁,无效,无效,无,无效,无,已死亡,秋山虎繁,无效,无效,无,无效,无,已登场,秋山虎繁,中忍,直臣,伊贺众,伊贺之里,无,,,,"[{""stage"":"""",""tkid"":""12"",""ref"":""12_秋山虎繁_朝右.png"",""emotion"":0}]"
lord_1_akechi_6,,明智秀滿,明智秀满,明智,13,Akechi Hidemitsu,clan_akechi_1,tosan,精确匹配织丰,1,1537,1554,1582,战死,,,,全职种,0,60,普通,勇敢,理想,慎重,重视情义,26,武具,无欲,普通,源氏,刀剑,64,57,42,51,73,2,1,2,1,2,1,2,1,2,0,1,2,2,2,2,2,无,强袭，刚弓,无,一般条件,,,未登场,明智秀满,足轻组头,陪臣（明智光秀）,斋藤家,稻叶山城,无,已登场,明智秀满,足轻组头,陪臣（明智光秀）,斋藤家,稻叶山城,无,已登场,明智秀满,足轻组头,陪臣（明智光秀）,朝仓家,一乘谷城,无,已登场,明智秀满,足轻组头,陪臣（明智光秀）,织田家,岐阜城,无,已登场,明智秀满,足轻大将,陪臣（明智光秀）,织田家,坂本城,无,已登场,明智秀满,足轻大将,陪臣（明智光秀）,织田家,丹波龟山城,无,已死亡,明智秀满,无效,无效,无,无效,无,已死亡,明智秀满,无效,无效,无,无效,无,已登场,明智秀满,浪人,其他,无,奈良之町,无,,,,"[{""stage"":"""",""tkid"":""13"",""ref"":""13_明智秀满_朝正.png"",""emotion"":0}]"
